incident_id,date,time,year,month,day_of_week,hour,crime_type,location_text,road_id,road_name,area,thana,latitude,longitude,source,source_url,source_type,victim_type,weapon,suspect_count,vehicle_used,description,location_precision,verification_status,confidence
DHK-2024-0862,2024-09-23,20:28,2024,9,Monday,20,Snatching,Farmgate - close to the Farmgate market square,ROAD_07,Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),Farmgate,Tejgaon,23.75642,90.389605,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-09-0862,news,Rickshaw passenger,Paper cutter,2,Motorcycle (Pulsar/FZ),"Muggers armed with a paper cutter intercepted a rickshaw passenger close to the Farmgate market square, fleeing with cash and bag.",ROAD,VERIFIED,0.8
DHK-2024-0789,2024-09-24,21:35,2024,9,Tuesday,21,Snatching,Mogbazar - near Mogbazar bus stop,ROAD_46,Mogbazar to Mouchak Flyover,Mogbazar,Ramna,23.748151,90.408945,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-09-0789,police_report,Motorcyclist,Paper cutter,3,CNG auto-rickshaw,"Muggers armed with a paper cutter intercepted a motorcyclist near Mogbazar bus stop, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.92
DHK-2024-0545,2024-09-25,00:46,2024,9,Wednesday,0,Mugging,Dhanmondi - near Dhanmondi bus stop,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.758571,90.364342,The Daily Star,https://www.thedailystar.net/crime/incident-2024-09-0545,news,Rickshaw passenger,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),Reported incident of mugging involving a rickshaw passenger at near Dhanmondi bus stop. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,VERIFIED,0.75
DHK-2024-0569,2024-09-29,18:39,2024,9,Sunday,18,Snatching,Badda - near Badda bus stop,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.764462,90.425554,The Daily Star,https://www.thedailystar.net/crime/incident-2024-09-0569,news,University student,Sharp knife (Chhuri),4,CNG auto-rickshaw,A university student had their smartphone snatched by 4 perpetrators on a cng auto-rickshaw near Badda bus stop around 18:39.,ROAD,VERIFIED,0.84
DHK-2024-0571,2024-10-01,08:21,2024,10,Tuesday,8,Mugging,Dhanmondi - near the intersection approaching Mohammadpur Town Hall,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.759068,90.364017,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0571,police_report,Pedestrian,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a pedestrian near the intersection approaching Mohammadpur Town Hall, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.77
DHK-2024-0490,2024-10-01,22:59,2024,10,Tuesday,22,Robbery,Dhanmondi - close to the Dhanmondi market square,ROAD_03,Mirpur Road (Russell Square to Asad Gate),Dhanmondi,Dhanmondi,23.753794,90.375528,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0490,police_report,Motorcyclist,Firearm / Pistol,1,On foot (sprint),Police blotter recorded a swift snatching incident close to the Dhanmondi market square during Tuesday night hours.,ROAD,VERIFIED,0.9
DHK-2024-0173,2024-10-02,21:55,2024,10,Wednesday,21,Mugging,Shyamoli - near the intersection approaching Mirpur 1 Roundabout,ROAD_30,Mirpur Road (Shyamoli to Mirpur-1),Shyamoli,Adabor,23.788438,90.356751,bdnews24,https://bdnews24.com/bangladesh/incident-2024-10-0173,news,Rickshaw passenger,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),A rickshaw passenger had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Mirpur 1 Roundabout around 21:55.,AREA,VERIFIED,0.82
DHK-2024-0730,2024-10-03,11:02,2024,10,Thursday,11,Snatching,Baridhara - along the poorly lit section of Pragiti Sarani (Notun Bazar to Badda Link),ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.77844,90.428705,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2024-10-0730,news,Office worker,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a office worker at along the poorly lit section of Pragiti Sarani (Notun Bazar to Badda Link). Suspects fled using a motorcycle (pulsar/fz).,ROAD,UNCONFIRMED,0.68
DHK-2024-0700,2024-10-03,14:12,2024,10,Thursday,14,Snatching,Tejgaon - under the Tejgaon footover bridge,ROAD_13,Airport Road (Jahangir Gate to Mohakhali),Tejgaon,Cantonment,23.773878,90.396117,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0700,news,Small shopkeeper,Sharp knife (Chhuri),3,Motorcycle (Pulsar/FZ),A small shopkeeper had their smartphone snatched by 3 perpetrators on a motorcycle (pulsar/fz) under the Tejgaon footover bridge around 14:12.,EXACT,PROBABLE,0.89
DHK-2024-0030,2024-10-04,19:27,2024,10,Friday,19,Snatching,Sayedabad - near Sayedabad bus stop,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.712582,90.432962,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0030,police_report,Rickshaw passenger,Sharp knife (Chhuri),2,On foot (sprint),Police blotter recorded a swift snatching incident near Sayedabad bus stop during Friday night hours.,EXACT,VERIFIED,0.75
DHK-2024-1156,2024-10-05,23:06,2024,10,Saturday,23,Mugging,Mirpur - under the Mirpur footover bridge,ROAD_34,Mirpur-1 to Gabtoli Highway,Mirpur,Mirpur,23.790979,90.351441,bdnews24,https://bdnews24.com/bangladesh/incident-2024-10-1156,news,University student,Sharp knife (Chhuri),2,CNG auto-rickshaw,Reported incident of mugging involving a university student at under the Mirpur footover bridge. Suspects fled using a cng auto-rickshaw.,ROAD,VERIFIED,0.97
DHK-2024-0234,2024-10-06,20:01,2024,10,Sunday,20,Mugging,Baridhara - near Baridhara bus stop,ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.778842,90.428509,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0234,news,Small shopkeeper,Unarmed / Speed snatch,2,Motorcycle (Pulsar/FZ),Reported incident of mugging involving a small shopkeeper at near Baridhara bus stop. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,VERIFIED,0.79
DHK-2024-0559,2024-10-08,11:35,2024,10,Tuesday,11,Robbery,Mirpur - near Mirpur bus stop,ROAD_31,Mirpur-1 to Mirpur-10 Connector,Mirpur,Mirpur,23.801256,90.361882,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-10-0559,news,Small shopkeeper,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a small shopkeeper near Mirpur bus stop, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.81
DHK-2024-0444,2024-10-08,22:26,2024,10,Tuesday,22,Snatching,Uttara - along the poorly lit section of Dhaka-Mymensingh Hwy (Jasimuddin to House Building),ROAD_41,Dhaka-Mymensingh Hwy (Jasimuddin to House Building),Uttara,Uttara East,23.866416,90.399685,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2024-10-0444,news,Female commuter,Sharp knife (Chhuri),3,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a female commuter at along the poorly lit section of Dhaka-Mymensingh Hwy (Jasimuddin to House Building). Suspects fled using a motorcycle (pulsar/fz).,ROAD,VERIFIED,0.89
DHK-2024-0667,2024-10-09,21:52,2024,10,Wednesday,21,Mugging,Agargaon - near Agargaon bus stop,ROAD_27,Begum Rokeya Sarani (Agargaon to Shewrapara),Agargaon,Sher-e-Bangla Nagar,23.783641,90.373673,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0667,news,Office worker,Pepper spray,2,Motorcycle (Pulsar/FZ),Reported incident of mugging involving a office worker at near Agargaon bus stop. Suspects fled using a motorcycle (pulsar/fz).,ROAD,VERIFIED,0.94
DHK-2024-1199,2024-10-11,12:33,2024,10,Friday,12,Robbery,Nilkhet - in front of the commercial complex at Nilkhet,ROAD_52,New Market to Sadarghat Riverfront Connector,Nilkhet,New Market,23.731108,90.386018,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2024-10-1199,news,Office worker,Sharp knife (Chhuri),2,On foot (sprint),"Muggers armed with a sharp knife (chhuri) intercepted a office worker in front of the commercial complex at Nilkhet, fleeing with cash and bag.",EXACT,UNCONFIRMED,0.67
DHK-2024-0869,2024-10-13,18:54,2024,10,Sunday,18,Robbery,Baridhara - near the intersection approaching Badda Link Road,ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.78458,90.426976,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0869,police_report,University student,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a university student near the intersection approaching Badda Link Road, fleeing with cash and bag.",AREA,VERIFIED,0.87
DHK-2024-1245,2024-10-13,20:06,2024,10,Sunday,20,Mugging,Dhanmondi - in front of the commercial complex at Dhanmondi,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.754538,90.368101,The Daily Star,https://www.thedailystar.net/crime/incident-2024-10-1245,news,Motorcyclist,Sharp knife (Chhuri),2,On foot (sprint),Police blotter recorded a swift snatching incident in front of the commercial complex at Dhanmondi during Sunday night hours.,INTERSECTION,PROBABLE,0.89
DHK-2024-1047,2024-10-14,20:44,2024,10,Monday,20,Snatching,Mirpur - near the intersection approaching Mirpur 10 Roundabout,ROAD_29,Begum Rokeya Sarani (Kazipara to Mirpur-10),Mirpur,Kafrul,23.79305,90.371447,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-10-1047,news,Female commuter,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),A female commuter had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Mirpur 10 Roundabout around 20:44.,ROAD,VERIFIED,0.84
DHK-2024-0163,2024-10-16,01:42,2024,10,Wednesday,1,Theft,Mohammadpur - in front of the commercial complex at Mohammadpur,ROAD_35,Mohammadpur Beribadh Outer Road,Mohammadpur,Mohammadpur,23.764814,90.347678,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2024-10-0163,news,Small shopkeeper,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),"Muggers armed with a firearm / pistol intercepted a small shopkeeper in front of the commercial complex at Mohammadpur, fleeing with cash and bag.",INTERSECTION,PROBABLE,0.93
DHK-2024-0214,2024-10-18,08:15,2024,10,Friday,8,Snatching,Badda - close to the Badda market square,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.773199,90.427691,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2024-10-0214,news,University student,Paper cutter,2,On foot (sprint),A university student had their smartphone snatched by 2 perpetrators on a on foot (sprint) close to the Badda market square around 08:15.,INTERSECTION,VERIFIED,0.88
DHK-2024-1133,2024-10-19,09:53,2024,10,Saturday,9,Theft,Paltan - near Paltan bus stop,ROAD_51,Paltan to Sadarghat (Old Dhaka Arterial),Paltan,Paltan,23.724356,90.410654,bdnews24,https://bdnews24.com/bangladesh/incident-2024-10-1133,news,Pedestrian,Unarmed / Speed snatch,2,CNG auto-rickshaw,Reported incident of theft involving a pedestrian at near Paltan bus stop. Suspects fled using a cng auto-rickshaw.,EXACT,PROBABLE,0.86
DHK-2024-0802,2024-10-20,16:21,2024,10,Sunday,16,Robbery,Sayedabad - near Sayedabad bus stop,ROAD_50,Sayedabad to Jatrabari Flyover Entrance,Sayedabad,Jatrabari,23.714433,90.43095,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0802,news,Rickshaw passenger,Sharp knife (Chhuri),4,On foot (sprint),Police blotter recorded a swift snatching incident near Sayedabad bus stop during Sunday night hours.,ROAD,VERIFIED,0.75
DHK-2024-0897,2024-10-21,18:01,2024,10,Monday,18,Robbery,Dhanmondi - along the poorly lit section of Dhanmondi 27 Inner Connector,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.757897,90.365519,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0897,news,Female commuter,Paper cutter,4,Motorcycle (Pulsar/FZ),"Muggers armed with a paper cutter intercepted a female commuter along the poorly lit section of Dhanmondi 27 Inner Connector, fleeing with cash and bag.",INTERSECTION,PROBABLE,0.89
DHK-2024-0034,2024-10-21,18:29,2024,10,Monday,18,Robbery,Shyamoli - under the Shyamoli footover bridge,ROAD_30,Mirpur Road (Shyamoli to Mirpur-1),Shyamoli,Adabor,23.78182,90.359031,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-10-0034,news,Small shopkeeper,Sharp knife (Chhuri),4,On foot (sprint),A small shopkeeper had their smartphone snatched by 4 perpetrators on a on foot (sprint) under the Shyamoli footover bridge around 18:29.,INTERSECTION,VERIFIED,0.82
DHK-2024-1046,2024-10-22,00:27,2024,10,Tuesday,0,Mugging,Mohammadpur - under the Mohammadpur footover bridge,ROAD_53,Asad Gate to Shyamoli (Mirpur Road),Mohammadpur,Mohammadpur,23.768605,90.364458,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-1046,news,Female commuter,Sharp knife (Chhuri),2,Leguna van,Reported incident of mugging involving a female commuter at under the Mohammadpur footover bridge. Suspects fled using a leguna van.,EXACT,VERIFIED,0.78
DHK-2024-0396,2024-10-22,18:45,2024,10,Tuesday,18,Snatching,Nilkhet - along the poorly lit section of New Market to Sadarghat Riverfront Connector,ROAD_52,New Market to Sadarghat Riverfront Connector,Nilkhet,New Market,23.730026,90.38722,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0396,police_report,Office worker,Firearm / Pistol,4,On foot (sprint),Reported incident of snatching involving a office worker at along the poorly lit section of New Market to Sadarghat Riverfront Connector. Suspects fled using a on foot (sprint).,EXACT,VERIFIED,0.95
DHK-2024-0985,2024-10-23,17:08,2024,10,Wednesday,17,Robbery,Farmgate - along the poorly lit section of Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),ROAD_07,Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar),Farmgate,Tejgaon,23.755949,90.389928,bdnews24,https://bdnews24.com/bangladesh/incident-2024-10-0985,news,University student,Unarmed / Speed snatch,4,Leguna van,Reported incident of robbery involving a university student at along the poorly lit section of Kazi Nazrul Islam Ave (Farmgate to Karwan Bazar). Suspects fled using a leguna van.,INTERSECTION,VERIFIED,0.78
DHK-2024-0810,2024-10-23,19:27,2024,10,Wednesday,19,Mugging,Mirpur - close to the Mirpur market square,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.816232,90.366162,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-0810,police_report,University student,Pepper spray,2,CNG auto-rickshaw,A university student had their smartphone snatched by 2 perpetrators on a cng auto-rickshaw close to the Mirpur market square around 19:27.,EXACT,VERIFIED,0.95
DHK-2024-0319,2024-10-24,19:03,2024,10,Thursday,19,Snatching,Gulshan - close to the Gulshan market square,ROAD_20,Madani Avenue (Gulshan-2 to Notun Bazar),Gulshan,Gulshan,23.792683,90.416248,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-10-0319,news,Pedestrian,Sharp knife (Chhuri),3,On foot (sprint),A pedestrian had their smartphone snatched by 3 perpetrators on a on foot (sprint) close to the Gulshan market square around 19:03.,EXACT,PROBABLE,0.84
DHK-2024-0913,2024-10-24,19:48,2024,10,Thursday,19,Robbery,Agargaon - in front of the commercial complex at Agargaon,ROAD_27,Begum Rokeya Sarani (Agargaon to Shewrapara),Agargaon,Sher-e-Bangla Nagar,23.783321,90.37365,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0913,news,Female commuter,Pepper spray,2,Motorcycle (Pulsar/FZ),"Muggers armed with a pepper spray intercepted a female commuter in front of the commercial complex at Agargaon, fleeing with cash and bag.",INTERSECTION,VERIFIED,0.88
DHK-2024-0542,2024-10-25,02:44,2024,10,Friday,2,Pickpocketing,Mirpur - near Mirpur bus stop,ROAD_28,Begum Rokeya Sarani (Shewrapara to Kazipara),Mirpur,Kafrul,23.79014,90.372001,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0542,news,Pedestrian,Sharp knife (Chhuri),1,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident near Mirpur bus stop during Friday night hours.,INTERSECTION,VERIFIED,0.9
DHK-2024-0241,2024-10-26,23:55,2024,10,Saturday,23,Robbery,Baridhara - under the Baridhara footover bridge,ROAD_21,Pragiti Sarani (Notun Bazar to Badda Link),Baridhara,Bhatara,23.790478,90.426158,The Daily Star,https://www.thedailystar.net/crime/incident-2024-10-0241,news,Office worker,Unarmed / Speed snatch,3,Motorcycle (Pulsar/FZ),"Muggers armed with a unarmed / speed snatch intercepted a office worker under the Baridhara footover bridge, fleeing with cash and bag.",ROAD,PROBABLE,0.91
DHK-2024-1256,2024-10-27,17:39,2024,10,Sunday,17,Mugging,Mirpur - in front of the commercial complex at Mirpur,ROAD_29,Begum Rokeya Sarani (Kazipara to Mirpur-10),Mirpur,Kafrul,23.796541,90.370733,The Daily Star,https://www.thedailystar.net/crime/incident-2024-10-1256,news,Female commuter,Sharp knife (Chhuri),1,On foot (sprint),Police blotter recorded a swift snatching incident in front of the commercial complex at Mirpur during Sunday night hours.,ROAD,VERIFIED,0.88
DHK-2024-0627,2024-10-29,18:14,2024,10,Tuesday,18,Theft,Mirpur - along the poorly lit section of Mirpur-10 to Mirpur-11 Strip,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.815464,90.366311,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0627,news,University student,Firearm / Pistol,2,Private car,"Muggers armed with a firearm / pistol intercepted a university student along the poorly lit section of Mirpur-10 to Mirpur-11 Strip, fleeing with cash and bag.",EXACT,VERIFIED,0.77
DHK-2024-1240,2024-10-30,01:23,2024,10,Wednesday,1,Snatching,Farmgate - near the intersection approaching Bijoy Sarani Chottor,ROAD_11,Airport Road (Farmgate to Bijoy Sarani),Farmgate,Tejgaon,23.75741,90.389269,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-10-1240,news,Pedestrian,Sharp knife (Chhuri),2,On foot (sprint),A pedestrian had their smartphone snatched by 2 perpetrators on a on foot (sprint) near the intersection approaching Bijoy Sarani Chottor around 01:23.,INTERSECTION,VERIFIED,0.83
DHK-2024-0237,2024-10-30,13:01,2024,10,Wednesday,13,Snatching,Mohakhali - along the poorly lit section of Mohakhali to Gulshan-1 (Gulshan South Ave),ROAD_15,Mohakhali to Gulshan-1 (Gulshan South Ave),Mohakhali,Banani,23.778531,90.41106,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2024-10-0237,news,Female commuter,Unarmed / Speed snatch,3,On foot (sprint),Police blotter recorded a swift snatching incident along the poorly lit section of Mohakhali to Gulshan-1 (Gulshan South Ave) during Wednesday night hours.,INTERSECTION,VERIFIED,0.79
DHK-2024-0902,2024-10-30,17:57,2024,10,Wednesday,17,Mugging,Badda - near Badda bus stop,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.772039,90.427481,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-10-0902,news,University student,Sharp knife (Chhuri),4,Motorcycle (Pulsar/FZ),"Muggers armed with a sharp knife (chhuri) intercepted a university student near Badda bus stop, fleeing with cash and bag.",ROAD,VERIFIED,0.96
DHK-2024-1161,2024-10-31,19:10,2024,10,Thursday,19,Snatching,Banani - in front of the commercial complex at Banani,ROAD_19,Banani 11 to Gulshan-2 Bridge Link,Banani,Banani,23.792612,90.413019,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-10-1161,police_report,Office worker,Paper cutter,1,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a office worker at in front of the commercial complex at Banani. Suspects fled using a motorcycle (pulsar/fz).,EXACT,VERIFIED,0.96
DHK-2024-0084,2024-11-03,17:54,2024,11,Sunday,17,Snatching,Nilkhet - near the intersection approaching Sadarghat Launch Terminal,ROAD_52,New Market to Sadarghat Riverfront Connector,Nilkhet,New Market,23.716161,90.403154,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-11-0084,news,Office worker,Paper cutter,2,Motorcycle (Pulsar/FZ),A office worker had their smartphone snatched by 2 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Sadarghat Launch Terminal around 17:54.,EXACT,VERIFIED,0.89
DHK-2024-0872,2024-11-04,07:08,2024,11,Monday,7,Theft,Motijheel - in front of the commercial complex at Motijheel,ROAD_49,Motijheel to Sayedabad Bus Terminal,Motijheel,Motijheel,23.72411,90.422216,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-11-0872,police_report,Small shopkeeper,Sharp knife (Chhuri),2,On foot (sprint),Reported incident of theft involving a small shopkeeper at in front of the commercial complex at Motijheel. Suspects fled using a on foot (sprint).,INTERSECTION,PROBABLE,0.92
DHK-2024-1246,2024-11-04,17:34,2024,11,Monday,17,Mugging,Motijheel - along the poorly lit section of Motijheel to Sayedabad Bus Terminal,ROAD_49,Motijheel to Sayedabad Bus Terminal,Motijheel,Motijheel,23.722895,90.422987,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2024-11-1246,news,Female commuter,Unarmed / Speed snatch,2,Motorcycle (Pulsar/FZ),"Muggers armed with a unarmed / speed snatch intercepted a female commuter along the poorly lit section of Motijheel to Sayedabad Bus Terminal, fleeing with cash and bag.",INTERSECTION,PROBABLE,0.86
DHK-2024-0224,2024-11-06,21:14,2024,11,Wednesday,21,Snatching,Tejgaon - close to the Tejgaon market square,ROAD_13,Airport Road (Jahangir Gate to Mohakhali),Tejgaon,Cantonment,23.774017,90.395848,The Business Standard,https://tbsnews.net/bangladesh/crime/incident-2024-11-0224,news,Office worker,Unarmed / Speed snatch,2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident close to the Tejgaon market square during Wednesday night hours.,ROAD,VERIFIED,0.97
DHK-2024-0826,2024-11-09,19:51,2024,11,Saturday,19,Snatching,Badda - near Badda bus stop,ROAD_22,Pragiti Sarani (Badda Link to Rampura Bridge),Badda,Badda,23.766574,90.42609,The Daily Star,https://www.thedailystar.net/crime/incident-2024-11-0826,news,Female commuter,Unarmed / Speed snatch,1,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a female commuter at near Badda bus stop. Suspects fled using a motorcycle (pulsar/fz).,ROAD,VERIFIED,0.76
DHK-2024-1175,2024-11-09,20:26,2024,11,Saturday,20,Theft,Gulshan - near the intersection approaching Notun Bazar / Madani Ave,ROAD_20,Madani Avenue (Gulshan-2 to Notun Bazar),Gulshan,Gulshan,23.793934,90.418005,The Daily Star,https://www.thedailystar.net/crime/incident-2024-11-1175,news,Small shopkeeper,Sharp knife (Chhuri),1,Motorcycle (Pulsar/FZ),A small shopkeeper had their smartphone snatched by 1 perpetrators on a motorcycle (pulsar/fz) near the intersection approaching Notun Bazar / Madani Ave around 20:26.,ROAD,VERIFIED,0.87
DHK-2024-0342,2024-11-09,20:44,2024,11,Saturday,20,Mugging,Mirpur - close to the Mirpur market square,ROAD_32,Mirpur-10 to Mirpur-11 Strip,Mirpur,Mirpur,23.809761,90.368159,Prothom Alo,https://en.prothomalo.com/bangladesh/crime-and-law/incident-2024-11-0342,news,Pedestrian,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Reported incident of mugging involving a pedestrian at close to the Mirpur market square. Suspects fled using a motorcycle (pulsar/fz).,INTERSECTION,VERIFIED,0.81
DHK-2024-0824,2024-11-09,23:54,2024,11,Saturday,23,Snatching,Paltan - near Paltan bus stop,ROAD_51,Paltan to Sadarghat (Old Dhaka Arterial),Paltan,Paltan,23.717764,90.411311,bdnews24,https://bdnews24.com/bangladesh/incident-2024-11-0824,news,Female commuter,Unarmed / Speed snatch,2,On foot (sprint),Police blotter recorded a swift snatching incident near Paltan bus stop during Saturday night hours.,INTERSECTION,VERIFIED,0.95
DHK-2024-0910,2024-11-13,16:09,2024,11,Wednesday,16,Robbery,Mirpur - in front of the commercial complex at Mirpur,ROAD_29,Begum Rokeya Sarani (Kazipara to Mirpur-10),Mirpur,Kafrul,23.804417,90.369156,Daily Sun,https://www.daily-sun.com/post/crime/incident-2024-11-0910,news,Rickshaw passenger,Sharp knife (Chhuri),4,Motorcycle (Pulsar/FZ),A rickshaw passenger had their smartphone snatched by 4 perpetrators on a motorcycle (pulsar/fz) in front of the commercial complex at Mirpur around 16:09.,INTERSECTION,PROBABLE,0.96
DHK-2024-0181,2024-11-13,21:51,2024,11,Wednesday,21,Snatching,Gulshan - near the intersection approaching Gulshan 2 Circle,ROAD_16,Gulshan Avenue (Gulshan-1 to Gulshan-2),Gulshan,Gulshan,23.785264,90.416601,DMP Monthly Blotter,https://dmp.gov.bd/crime-statistics/incident-2024-11-0181,police_report,Rickshaw passenger,Firearm / Pistol,2,Motorcycle (Pulsar/FZ),Reported incident of snatching involving a rickshaw passenger at near the intersection approaching Gulshan 2 Circle. Suspects fled using a motorcycle (pulsar/fz).,EXACT,VERIFIED,0.79
DHK-2024-0555,2024-11-14,08:22,2024,11,Thursday,8,Robbery,Mirpur - close to the Mirpur market square,ROAD_31,Mirpur-1 to Mirpur-10 Connector,Mirpur,Mirpur,23.801807,90.361833,Dhaka Tribune,https://www.dhakatribune.com/bangladesh/crime/incident-2024-11-0555,news,Office worker,Pepper spray,2,Private car,A office worker had their smartphone snatched by 2 perpetrators on a private car close to the Mirpur market square around 08:22.,EXACT,PROBABLE,0.82
DHK-2024-0931,2024-11-14,21:49,2024,11,Thursday,21,Theft,Dhanmondi - under the Dhanmondi footover bridge,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.755407,90.367668,The Daily Star,https://www.thedailystar.net/crime/incident-2024-11-0931,news,Pedestrian,Unarmed / Speed snatch,2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Dhanmondi footover bridge during Thursday night hours.,EXACT,PROBABLE,0.97
DHK-2024-0981,2024-11-14,22:07,2024,11,Thursday,22,Pickpocketing,Dhanmondi - under the Dhanmondi footover bridge,ROAD_05,Dhanmondi 27 Inner Connector,Dhanmondi,Dhanmondi,23.756042,90.366955,The Daily Star,https://www.thedailystar.net/crime/incident-2024-11-0981,news,Motorcyclist,Sharp knife (Chhuri),2,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident under the Dhanmondi footover bridge during Thursday night hours.,INTERSECTION,VERIFIED,0.87
DHK-2024-1254,2024-11-15,18:48,2024,11,Friday,18,Snatching,Mohakhali - along the poorly lit section of Mohakhali to Gulshan-1 (Gulshan South Ave),ROAD_15,Mohakhali to Gulshan-1 (Gulshan South Ave),Mohakhali,Banani,23.77796,90.408494,bdnews24,https://bdnews24.com/bangladesh/incident-2024-11-1254,news,Motorcyclist,Unarmed / Speed snatch,4,Motorcycle (Pulsar/FZ),Police blotter recorded a swift snatching incident along the poorly lit section of Mohakhali to Gulshan-1 (Gulshan South Ave) during Friday night hours.,AREA,VERIFIED,0.84
